Fecha y hora del ciclo Pomodoro:
Y-m-d Fuera del horario laboral. Ciclo Pomodoro pausado.
2025-07-15 Trabajando..., vas 0 minutos
2025-07-17 12:40:01 Trabajando..., vas 20 minutos
2025-07-17 12:41:02 Trabajando..., vas 21 minutos
2025-07-17 12:42:02 Trabajando..., vas 22 minutos
2025-07-17 12:43:02 Trabajando..., vas 23 minutos
2025-07-17 12:44:02 Trabajando..., vas 24 minutos
2025-07-17 12:45:02 ¡Hora de descansar!, vas 0 minutos
2025-07-17 12:46:02 ¡Hora de descansar!, vas 1 minutos
2025-07-17 12:47:02 ¡Hora de descansar!, vas 2 minutos
2025-07-17 12:48:02 ¡Hora de descansar!, vas 3 minutos
2025-07-17 12:49:02 ¡Hora de descansar!, vas 4 minutos
2025-07-17 12:50:02 Trabajando..., vas 0 minutos
2025-07-17 12:51:02 Trabajando..., vas 1 minutos
2025-07-17 12:52:02 Trabajando..., vas 2 minutos
2025-07-17 12:53:02 Trabajando..., vas 3 minutos
2025-07-17 12:54:02 Trabajando..., vas 4 minutos
2025-07-17 12:55:02 Trabajando..., vas 5 minutos
2025-07-17 12:56:02 Trabajando..., vas 6 minutos
2025-07-17 12:57:02 Trabajando..., vas 7 minutos
2025-07-17 12:58:02 Trabajando..., vas 8 minutos
2025-07-17 12:59:02 Trabajando..., vas 9 minutos
2025-07-17 13:00:02 ¡Hora de almorzar!
2025-07-17 13:30:02 Trabajando..., vas 10 minutos
2025-07-17 13:31:02 Trabajando..., vas 11 minutos
2025-07-17 13:32:02 Trabajando..., vas 12 minutos
2025-07-17 13:33:02 Trabajando..., vas 13 minutos
2025-07-17 13:34:02 Trabajando..., vas 14 minutos
2025-07-17 13:35:02 Trabajando..., vas 15 minutos
2025-07-17 13:36:02 Trabajando..., vas 16 minutos
2025-07-17 13:37:02 Trabajando..., vas 17 minutos
2025-07-17 13:38:02 Trabajando..., vas 18 minutos
2025-07-17 13:39:02 Trabajando..., vas 19 minutos
2025-07-17 13:40:02 Trabajando..., vas 20 minutos
2025-07-17 13:41:03 Trabajando..., vas 21 minutos
2025-07-17 13:42:03 Trabajando..., vas 22 minutos
2025-07-17 13:43:03 Trabajando..., vas 23 minutos
2025-07-17 13:44:03 Trabajando..., vas 24 minutos
2025-07-17 13:45:03 ¡Hora de descansar!, vas 0 minutos
2025-07-17 13:46:03 ¡Hora de descansar!, vas 1 minutos
2025-07-17 13:47:03 ¡Hora de descansar!, vas 2 minutos
2025-07-17 13:48:03 ¡Hora de descansar!, vas 3 minutos
2025-07-17 13:49:03 ¡Hora de descansar!, vas 4 minutos
2025-07-17 13:50:03 Trabajando..., vas 0 minutos
2025-07-17 13:51:03 Trabajando..., vas 1 minutos
2025-07-17 13:52:03 Trabajando..., vas 2 minutos
2025-07-17 13:53:03 Trabajando..., vas 3 minutos
2025-07-17 13:54:03 Trabajando..., vas 4 minutos
2025-07-17 13:55:03 Trabajando..., vas 5 minutos
2025-07-17 13:56:03 Trabajando..., vas 6 minutos
2025-07-17 13:57:03 Trabajando..., vas 7 minutos
2025-07-17 13:58:03 Trabajando..., vas 8 minutos
2025-07-17 13:59:03 Trabajando..., vas 9 minutos
2025-07-17 14:00:03 Trabajando..., vas 10 minutos
2025-07-17 14:01:03 Trabajando..., vas 11 minutos
2025-07-17 14:02:03 Trabajando..., vas 12 minutos
2025-07-17 14:03:03 Trabajando..., vas 13 minutos
2025-07-17 14:04:03 Trabajando..., vas 14 minutos
2025-07-17 14:05:03 Trabajando..., vas 15 minutos
2025-07-17 14:06:03 Trabajando..., vas 16 minutos
2025-07-17 14:07:03 Trabajando..., vas 17 minutos
2025-07-17 14:08:03 Trabajando..., vas 18 minutos
2025-07-17 14:09:03 Trabajando..., vas 19 minutos
2025-07-17 14:10:03 Trabajando..., vas 20 minutos
2025-07-17 14:11:03 Trabajando..., vas 21 minutos
2025-07-17 14:12:03 Trabajando..., vas 22 minutos
2025-07-17 14:13:03 Trabajando..., vas 23 minutos
2025-07-17 14:14:03 Trabajando..., vas 24 minutos
2025-07-17 14:15:03 ¡Hora de descansar!, vas 0 minutos
2025-07-17 14:16:03 ¡Hora de descansar!, vas 1 minutos
2025-07-18 09:29:10 Trabajando..., vas 0 minutos
2025-07-18 09:30:10 Trabajando..., vas 1 minutos
2025-07-18 09:31:10 Trabajando..., vas 2 minutos
2025-07-18 09:32:10 Trabajando..., vas 3 minutos
2025-07-18 09:33:11 Trabajando..., vas 4 minutos
2025-07-18 09:34:11 Trabajando..., vas 5 minutos
2025-07-18 09:35:11 Trabajando..., vas 6 minutos
2025-07-18 09:36:11 Trabajando..., vas 7 minutos
2025-07-18 09:37:11 Trabajando..., vas 8 minutos
2025-07-18 09:38:11 Trabajando..., vas 9 minutos
2025-07-18 09:39:11 Trabajando..., vas 10 minutos
2025-07-18 09:40:11 Trabajando..., vas 11 minutos
2025-07-18 09:41:11 Trabajando..., vas 12 minutos
2025-07-18 09:42:11 Trabajando..., vas 13 minutos
2025-07-18 09:43:11 Trabajando..., vas 14 minutos
2025-07-18 09:44:11 Trabajando..., vas 15 minutos
2025-07-18 09:45:11 Trabajando..., vas 16 minutos
2025-07-18 09:46:11 Trabajando..., vas 17 minutos
2025-07-18 09:47:11 Trabajando..., vas 18 minutos
2025-07-18 09:48:11 Trabajando..., vas 19 minutos
2025-07-18 09:49:11 Trabajando..., vas 20 minutos
2025-07-18 09:50:11 Trabajando..., vas 21 minutos
2025-07-18 09:51:11 Trabajando..., vas 22 minutos
2025-07-18 09:52:11 Trabajando..., vas 23 minutos
2025-07-18 09:53:11 Trabajando..., vas 24 minutos
2025-07-18 09:54:12 ¡Hora de descansar!, vas 0 minutos
2025-07-18 09:55:12 ¡Hora de descansar!, vas 1 minutos
2025-07-18 09:56:12 ¡Hora de descansar!, vas 2 minutos
2025-07-18 09:57:12 ¡Hora de descansar!, vas 3 minutos
2025-07-18 09:58:12 ¡Hora de descansar!, vas 4 minutos
2025-07-18 09:59:12 Trabajando..., vas 0 minutos
2025-07-18 10:00:12 Trabajando..., vas 1 minutos
2025-07-18 10:01:12 Trabajando..., vas 2 minutos
2025-07-18 10:02:12 Trabajando..., vas 3 minutos
2025-07-18 10:03:12 Trabajando..., vas 4 minutos
2025-07-18 10:04:12 Trabajando..., vas 5 minutos
2025-07-18 10:05:12 Trabajando..., vas 6 minutos
2025-07-18 10:06:12 Trabajando..., vas 7 minutos
2025-07-18 10:07:12 Trabajando..., vas 8 minutos
2025-07-18 10:08:12 Trabajando..., vas 9 minutos
2025-07-18 10:09:12 Trabajando..., vas 10 minutos
2025-07-18 10:10:12 Trabajando..., vas 11 minutos
2025-07-18 10:11:12 Trabajando..., vas 12 minutos
2025-07-18 10:12:12 Trabajando..., vas 13 minutos
2025-07-18 10:13:12 Trabajando..., vas 14 minutos
2025-07-18 10:14:13 Trabajando..., vas 15 minutos
2025-07-18 10:15:13 Trabajando..., vas 16 minutos
2025-07-18 10:16:13 Trabajando..., vas 17 minutos
2025-07-18 10:17:13 Trabajando..., vas 18 minutos
2025-07-18 10:18:13 Trabajando..., vas 19 minutos
2025-07-18 10:19:13 Trabajando..., vas 20 minutos
2025-07-18 10:20:13 Trabajando..., vas 21 minutos
2025-07-18 10:21:13 Trabajando..., vas 22 minutos
2025-07-18 10:22:13 Trabajando..., vas 23 minutos
2025-07-18 10:23:13 Trabajando..., vas 24 minutos
2025-07-18 10:24:13 ¡Hora de descansar!, vas 0 minutos
2025-07-18 10:25:13 ¡Hora de descansar!, vas 1 minutos
2025-07-18 10:26:13 ¡Hora de descansar!, vas 2 minutos
2025-07-18 10:27:13 ¡Hora de descansar!, vas 3 minutos
2025-07-18 10:28:13 ¡Hora de descansar!, vas 4 minutos
2025-07-18 10:29:13 Trabajando..., vas 0 minutos
2025-07-18 10:30:13 Trabajando..., vas 1 minutos
2025-07-18 10:31:13 Trabajando..., vas 2 minutos
2025-07-18 10:32:13 Trabajando..., vas 3 minutos
2025-07-18 10:33:13 Trabajando..., vas 4 minutos
2025-07-18 10:34:13 Trabajando..., vas 5 minutos
2025-07-18 10:35:14 Trabajando..., vas 6 minutos
2025-07-18 10:36:14 Trabajando..., vas 7 minutos
2025-07-18 10:37:14 Trabajando..., vas 8 minutos
2025-07-18 10:38:14 Trabajando..., vas 9 minutos
2025-07-18 10:39:14 Trabajando..., vas 10 minutos
2025-07-18 10:40:14 Trabajando..., vas 11 minutos
2025-07-18 10:41:14 Trabajando..., vas 12 minutos
2025-07-18 10:42:14 Trabajando..., vas 13 minutos
2025-07-18 10:43:14 Trabajando..., vas 14 minutos
2025-07-18 10:44:14 Trabajando..., vas 15 minutos
2025-07-18 10:45:14 Trabajando..., vas 16 minutos
2025-07-18 10:46:14 Trabajando..., vas 17 minutos
2025-07-18 10:47:14 Trabajando..., vas 18 minutos
2025-07-18 10:48:14 Trabajando..., vas 19 minutos
2025-07-18 10:49:14 Trabajando..., vas 20 minutos
2025-07-18 10:50:14 Trabajando..., vas 21 minutos
2025-07-18 10:51:14 Trabajando..., vas 22 minutos
2025-07-18 10:52:14 Trabajando..., vas 23 minutos
2025-07-18 10:53:14 Trabajando..., vas 24 minutos
2025-07-18 10:54:14 ¡Hora de descansar!, vas 0 minutos
2025-07-18 10:55:14 ¡Hora de descansar!, vas 1 minutos
2025-07-18 10:56:14 ¡Hora de descansar!, vas 2 minutos
2025-07-18 10:57:14 ¡Hora de descansar!, vas 3 minutos
2025-07-18 10:58:14 ¡Hora de descansar!, vas 4 minutos
2025-07-18 10:59:15 Trabajando..., vas 0 minutos
2025-07-18 11:00:15 Trabajando..., vas 1 minutos
2025-07-18 11:01:15 Trabajando..., vas 2 minutos
2025-07-18 11:02:15 Trabajando..., vas 3 minutos
2025-07-18 11:03:15 Trabajando..., vas 4 minutos
2025-07-18 11:04:15 Trabajando..., vas 5 minutos
2025-07-18 11:05:15 Trabajando..., vas 6 minutos
2025-07-18 11:06:15 Trabajando..., vas 7 minutos
2025-07-18 11:07:15 Trabajando..., vas 8 minutos
2025-07-18 11:08:15 Trabajando..., vas 9 minutos
2025-07-18 11:09:15 Trabajando..., vas 10 minutos
2025-07-18 11:10:15 Trabajando..., vas 11 minutos
2025-07-18 11:11:15 Trabajando..., vas 12 minutos
2025-07-18 11:12:15 Trabajando..., vas 13 minutos
2025-07-18 11:13:15 Trabajando..., vas 14 minutos
2025-07-18 11:14:15 Trabajando..., vas 15 minutos
2025-07-18 11:15:15 Trabajando..., vas 16 minutos
2025-07-18 11:16:15 Trabajando..., vas 17 minutos
2025-07-18 11:17:15 Trabajando..., vas 18 minutos
2025-07-18 11:18:15 Trabajando..., vas 19 minutos
2025-07-18 11:19:15 Trabajando..., vas 20 minutos
2025-07-18 11:20:15 Trabajando..., vas 21 minutos
2025-07-18 11:21:15 Trabajando..., vas 22 minutos
2025-07-18 11:22:15 Trabajando..., vas 23 minutos
2025-07-18 11:23:15 Trabajando..., vas 24 minutos
2025-07-18 11:24:16 ¡Hora de descansar!, vas 0 minutos
2025-07-18 11:25:16 ¡Hora de descansar!, vas 1 minutos
2025-07-18 11:26:16 ¡Hora de descansar!, vas 2 minutos
2025-07-18 11:27:16 ¡Hora de descansar!, vas 3 minutos
2025-07-18 11:28:16 ¡Hora de descansar!, vas 4 minutos
2025-07-18 11:29:16 Trabajando..., vas 0 minutos
2025-07-18 11:30:16 Trabajando..., vas 1 minutos
2025-07-18 11:31:16 Trabajando..., vas 2 minutos
2025-07-18 11:32:16 Trabajando..., vas 3 minutos
2025-07-18 11:33:16 Trabajando..., vas 4 minutos
2025-07-18 11:34:16 Trabajando..., vas 5 minutos
2025-07-18 11:35:16 Trabajando..., vas 6 minutos
2025-07-18 11:36:16 Trabajando..., vas 7 minutos
2025-07-18 11:37:16 Trabajando..., vas 8 minutos
2025-07-18 11:38:16 Trabajando..., vas 9 minutos
2025-07-18 11:39:16 Trabajando..., vas 10 minutos
2025-07-18 11:40:16 Trabajando..., vas 11 minutos
2025-07-18 11:41:16 Trabajando..., vas 12 minutos
2025-07-18 11:42:16 Trabajando..., vas 13 minutos
2025-07-18 11:43:16 Trabajando..., vas 14 minutos
2025-07-18 11:44:16 Trabajando..., vas 15 minutos
2025-07-18 11:45:16 Trabajando..., vas 16 minutos
2025-07-18 11:46:16 Trabajando..., vas 17 minutos
2025-07-18 11:47:16 Trabajando..., vas 18 minutos
2025-07-18 11:48:16 Trabajando..., vas 19 minutos
2025-07-18 11:49:16 Trabajando..., vas 20 minutos
2025-07-18 11:50:17 Trabajando..., vas 21 minutos
2025-07-18 11:51:17 Trabajando..., vas 22 minutos
2025-07-18 11:52:17 Trabajando..., vas 23 minutos
2025-07-18 11:53:17 Trabajando..., vas 24 minutos
2025-07-18 11:54:17 ¡Hora de descansar!, vas 0 minutos
2025-07-18 11:55:17 ¡Hora de descansar!, vas 1 minutos
2025-07-18 11:56:17 ¡Hora de descansar!, vas 2 minutos
2025-07-18 11:57:17 ¡Hora de descansar!, vas 3 minutos
2025-07-18 11:58:17 ¡Hora de descansar!, vas 4 minutos
2025-07-18 11:59:17 Trabajando..., vas 0 minutos
2025-07-18 12:00:17 Trabajando..., vas 1 minutos
2025-07-18 12:01:17 Trabajando..., vas 2 minutos
2025-07-18 12:02:17 Trabajando..., vas 3 minutos
2025-07-18 12:03:17 Trabajando..., vas 4 minutos
2025-07-18 12:04:17 Trabajando..., vas 5 minutos
2025-07-18 12:05:17 Trabajando..., vas 6 minutos
2025-07-18 12:06:17 Trabajando..., vas 7 minutos
2025-07-18 12:07:17 Trabajando..., vas 8 minutos
2025-07-18 12:08:17 Trabajando..., vas 9 minutos
2025-07-18 12:09:17 Trabajando..., vas 10 minutos
2025-07-18 12:10:17 Trabajando..., vas 11 minutos
2025-07-18 12:11:17 Trabajando..., vas 12 minutos
2025-07-18 12:12:17 Trabajando..., vas 13 minutos
2025-07-18 12:13:18 Trabajando..., vas 14 minutos
2025-07-18 12:14:18 Trabajando..., vas 15 minutos
2025-07-18 12:15:18 Trabajando..., vas 16 minutos
2025-07-18 12:16:18 Trabajando..., vas 17 minutos
2025-07-18 12:17:18 Trabajando..., vas 18 minutos
2025-07-18 12:18:18 Trabajando..., vas 19 minutos
2025-07-18 12:19:18 Trabajando..., vas 20 minutos
2025-07-18 12:20:18 Trabajando..., vas 21 minutos
2025-07-18 12:21:18 Trabajando..., vas 22 minutos
2025-07-18 12:22:18 Trabajando..., vas 23 minutos
2025-07-18 12:23:18 Trabajando..., vas 24 minutos
2025-07-18 12:24:18 ¡Hora de descansar!, vas 0 minutos
2025-07-18 12:25:18 ¡Hora de descansar!, vas 1 minutos
2025-07-18 12:26:18 ¡Hora de descansar!, vas 2 minutos
2025-07-18 12:27:18 ¡Hora de descansar!, vas 3 minutos
2025-07-18 12:28:18 ¡Hora de descansar!, vas 4 minutos
2025-07-18 12:29:18 Trabajando..., vas 0 minutos
2025-07-18 12:30:18 Trabajando..., vas 1 minutos
2025-07-18 12:31:18 Trabajando..., vas 2 minutos
2025-07-18 12:32:18 Trabajando..., vas 3 minutos
2025-07-18 12:33:18 Trabajando..., vas 4 minutos
2025-07-18 12:34:18 Trabajando..., vas 5 minutos
2025-07-18 12:35:18 Trabajando..., vas 6 minutos
2025-07-18 12:36:18 Trabajando..., vas 7 minutos
2025-07-18 12:37:18 Trabajando..., vas 8 minutos
2025-07-18 12:38:18 Trabajando..., vas 9 minutos
2025-07-18 12:39:18 Trabajando..., vas 10 minutos
2025-07-18 12:40:18 Trabajando..., vas 11 minutos
2025-07-18 12:41:18 Trabajando..., vas 12 minutos
2025-07-18 12:42:18 Trabajando..., vas 13 minutos
2025-07-18 12:43:18 Trabajando..., vas 14 minutos
2025-07-18 12:44:18 Trabajando..., vas 15 minutos
2025-07-18 12:45:18 Trabajando..., vas 16 minutos
2025-07-18 12:46:18 Trabajando..., vas 17 minutos
2025-07-18 12:47:18 Trabajando..., vas 18 minutos
2025-07-18 12:48:18 Trabajando..., vas 19 minutos
2025-07-18 12:49:18 Trabajando..., vas 20 minutos
2025-07-18 12:50:19 Trabajando..., vas 21 minutos
2025-07-18 12:51:19 Trabajando..., vas 22 minutos
2025-07-18 12:52:19 Trabajando..., vas 23 minutos
2025-07-18 12:53:19 Trabajando..., vas 24 minutos
2025-07-18 12:54:19 ¡Hora de descansar!, vas 0 minutos
2025-07-18 12:55:19 ¡Hora de descansar!, vas 1 minutos
2025-07-18 12:56:19 ¡Hora de descansar!, vas 2 minutos
2025-07-18 12:57:19 ¡Hora de descansar!, vas 3 minutos
2025-07-18 12:58:19 ¡Hora de descansar!, vas 4 minutos
2025-07-18 12:59:19 Trabajando..., vas 0 minutos
2025-07-18 13:00:19 ¡Hora de almorzar!
2025-07-18 13:30:19 Trabajando..., vas 1 minutos
2025-07-18 13:31:19 Trabajando..., vas 2 minutos
2025-07-18 13:32:19 Trabajando..., vas 3 minutos
2025-07-18 13:33:20 Trabajando..., vas 4 minutos
2025-07-18 13:34:20 Trabajando..., vas 5 minutos
2025-07-18 13:35:20 Trabajando..., vas 6 minutos
2025-07-18 13:36:20 Trabajando..., vas 7 minutos
2025-07-18 13:37:20 Trabajando..., vas 8 minutos
2025-07-18 13:38:20 Trabajando..., vas 9 minutos
2025-07-18 13:39:20 Trabajando..., vas 10 minutos
2025-07-18 13:40:20 Trabajando..., vas 11 minutos
2025-07-18 13:41:20 Trabajando..., vas 12 minutos
2025-07-18 13:42:20 Trabajando..., vas 13 minutos
2025-07-18 13:43:20 Trabajando..., vas 14 minutos
2025-07-18 13:44:20 Trabajando..., vas 15 minutos
2025-07-18 13:45:21 Trabajando..., vas 16 minutos
2025-07-18 13:46:21 Trabajando..., vas 17 minutos
2025-07-18 13:47:21 Trabajando..., vas 18 minutos
2025-07-18 13:48:21 Trabajando..., vas 19 minutos
2025-07-18 13:49:21 Trabajando..., vas 20 minutos
2025-07-18 13:50:21 Trabajando..., vas 21 minutos
2025-07-18 13:51:21 Trabajando..., vas 22 minutos
2025-07-18 13:52:21 Trabajando..., vas 23 minutos
2025-07-18 13:53:21 Trabajando..., vas 24 minutos
2025-07-18 13:54:21 ¡Hora de descansar!, vas 0 minutos
2025-07-18 13:55:21 ¡Hora de descansar!, vas 1 minutos
2025-07-18 13:56:21 ¡Hora de descansar!, vas 2 minutos
2025-07-18 13:57:21 ¡Hora de descansar!, vas 3 minutos
2025-07-18 13:58:21 ¡Hora de descansar!, vas 4 minutos
2025-07-18 13:59:21 Trabajando..., vas 0 minutos
2025-07-18 14:00:21 Trabajando..., vas 1 minutos
2025-07-18 14:01:21 Trabajando..., vas 2 minutos
2025-07-18 14:02:21 Trabajando..., vas 3 minutos
2025-07-18 14:03:21 Trabajando..., vas 4 minutos
2025-07-18 14:04:21 Trabajando..., vas 5 minutos
2025-07-18 14:05:21 Trabajando..., vas 6 minutos
2025-07-18 14:06:21 Trabajando..., vas 7 minutos
2025-07-18 14:07:21 Trabajando..., vas 8 minutos
2025-07-18 14:08:21 Trabajando..., vas 9 minutos
2025-07-18 14:09:21 Trabajando..., vas 10 minutos
2025-07-18 14:10:21 Trabajando..., vas 11 minutos
2025-07-18 14:11:21 Trabajando..., vas 12 minutos
2025-07-18 14:12:21 Trabajando..., vas 13 minutos
2025-07-18 14:13:21 Trabajando..., vas 14 minutos
2025-07-18 14:14:21 Trabajando..., vas 15 minutos
2025-07-18 14:15:21 Trabajando..., vas 16 minutos
2025-07-18 14:16:21 Trabajando..., vas 17 minutos
2025-07-18 14:17:21 Trabajando..., vas 18 minutos
2025-07-18 14:18:21 Trabajando..., vas 19 minutos
2025-07-18 14:19:21 Trabajando..., vas 20 minutos
2025-07-18 14:20:21 Trabajando..., vas 21 minutos
2025-07-18 14:21:22 Trabajando..., vas 22 minutos
2025-07-18 14:22:22 Trabajando..., vas 23 minutos
2025-07-18 14:23:22 Trabajando..., vas 24 minutos
2025-07-18 14:24:22 ¡Hora de descansar!, vas 0 minutos
2025-07-18 14:25:22 ¡Hora de descansar!, vas 1 minutos
2025-07-18 14:26:22 ¡Hora de descansar!, vas 2 minutos
2025-07-18 14:27:22 ¡Hora de descansar!, vas 3 minutos
2025-07-18 14:28:22 ¡Hora de descansar!, vas 4 minutos
2025-07-18 14:29:22 Trabajando..., vas 0 minutos
2025-07-18 14:30:22 Trabajando..., vas 1 minutos
2025-07-18 14:31:22 Trabajando..., vas 2 minutos
2025-07-18 14:32:22 Trabajando..., vas 3 minutos
2025-07-18 14:33:22 Trabajando..., vas 4 minutos
2025-07-18 14:34:22 Trabajando..., vas 5 minutos
2025-07-18 14:35:22 Trabajando..., vas 6 minutos
2025-07-18 14:36:22 Trabajando..., vas 7 minutos
2025-07-18 14:37:22 Trabajando..., vas 8 minutos
2025-07-18 14:38:22 Trabajando..., vas 9 minutos
2025-07-18 14:39:22 Trabajando..., vas 10 minutos
2025-07-18 14:40:22 Trabajando..., vas 11 minutos
2025-07-18 14:41:22 Trabajando..., vas 12 minutos
2025-07-18 14:42:22 Trabajando..., vas 13 minutos
2025-07-18 14:43:22 Trabajando..., vas 14 minutos
2025-07-18 14:44:22 Trabajando..., vas 15 minutos
2025-07-18 14:45:22 Trabajando..., vas 16 minutos
2025-07-18 14:46:22 Trabajando..., vas 17 minutos
2025-07-18 14:47:22 Trabajando..., vas 18 minutos
2025-07-18 14:48:22 Trabajando..., vas 19 minutos
2025-07-18 14:49:22 Trabajando..., vas 20 minutos
2025-07-18 14:50:22 Trabajando..., vas 21 minutos
2025-07-18 14:51:22 Trabajando..., vas 22 minutos
2025-07-18 14:52:22 Trabajando..., vas 23 minutos
2025-07-18 14:53:22 Trabajando..., vas 24 minutos
2025-07-18 14:54:23 ¡Hora de descansar!, vas 0 minutos
2025-07-18 14:55:23 ¡Hora de descansar!, vas 1 minutos
2025-07-18 14:56:23 ¡Hora de descansar!, vas 2 minutos
2025-07-18 14:57:23 ¡Hora de descansar!, vas 3 minutos
2025-07-18 14:58:23 ¡Hora de descansar!, vas 4 minutos
2025-07-18 14:59:23 Trabajando..., vas 0 minutos
2025-07-18 15:00:23 Trabajando..., vas 1 minutos
2025-07-18 15:01:23 Trabajando..., vas 2 minutos
2025-07-18 15:02:23 Trabajando..., vas 3 minutos
2025-07-18 15:03:23 Trabajando..., vas 4 minutos
2025-07-18 15:04:23 Trabajando..., vas 5 minutos
2025-07-18 15:05:23 Trabajando..., vas 6 minutos
2025-07-18 15:06:23 Trabajando..., vas 7 minutos
2025-07-18 15:07:23 Trabajando..., vas 8 minutos
2025-07-18 15:08:23 Trabajando..., vas 9 minutos
2025-07-18 15:09:23 Trabajando..., vas 10 minutos
2025-07-18 15:10:23 Trabajando..., vas 11 minutos
2025-07-18 15:11:23 Trabajando..., vas 12 minutos
2025-07-18 15:12:23 Trabajando..., vas 13 minutos
2025-07-18 15:13:23 Trabajando..., vas 14 minutos
2025-07-18 15:14:25 Trabajando..., vas 15 minutos
2025-07-18 15:15:25 Trabajando..., vas 16 minutos
2025-07-18 15:16:25 Trabajando..., vas 17 minutos
2025-07-18 15:17:25 Trabajando..., vas 18 minutos
2025-07-18 15:18:25 Trabajando..., vas 19 minutos
2025-07-18 15:19:25 Trabajando..., vas 20 minutos
2025-07-18 15:20:25 Trabajando..., vas 21 minutos
2025-07-18 15:21:25 Trabajando..., vas 22 minutos
2025-07-18 15:22:25 Trabajando..., vas 23 minutos
2025-07-18 15:23:25 Trabajando..., vas 24 minutos
